IATA Code	ICAO Code	Airport Name	City Name	Country Code	Country Name	Number of Runways																																																																																																																																																																																																																																																									
NTT	NFTP	NIUATOPUTAPU	Niuatoputapu Island	TON	Tonga	1																																																																																																																																																																																																																																																									
POS	TTPP	PIARCO	Port of Spain	TTO	Trinidad and Tobago	1																																																																																																																																																																																																																																																									
TAB	TTCP	A N R ROBINSON INTL	Tobago	TTO	Trinidad and Tobago	1																																																																																																																																																																																																																																																									
DJE	DTTJ	DJERBA	Djerba	TUN	Tunisia	1																																																																																																																																																																																																																																																									
NBE	DTNH	ENFIDHA	Enfidha	TUN	Tunisia	1																																																																																																																																																																																																																																																									
GAE	DTTG	GABES MATMATA INTL	Gabes	TUN	Tunisia	1																																																																																																																																																																																																																																																									
GAF	DTTF	GAFSA KSAR INTL	Gafsa	TUN	Tunisia	1																																																																																																																																																																																																																																																									
MIR	DTMB	HABIB BOURGUIBA INTL	Monastir	TUN	Tunisia	1																																																																																																																																																																																																																																																									
SFA	DTTX	THYNA	Sfax	TUN	Tunisia	1																																																																																																																																																																																																																																																									
TBJ	DTKA	AIN DRAHAM	Tabarka	TUN	Tunisia	1																																																																																																																																																																																																																																																									
TOE	DTTZ	NEFTA	Tozeur	TUN	Tunisia	1																																																																																																																																																																																																																																																									
TUN	DTTA	CARTHAGE	Tunis	TUN	Tunisia	2																																																																																																																																																																																																																																																									
ADA	LTAF	ADANA INTL	Adana	TUR	Turkey	1																																																																																																																																																																																																																																																									
ADF	LTCP	ADIYAMAN	Adiyaman	TUR	Turkey	1																																																																																																																																																																																																																																																									
AJI	LTCO	AGRI AHMED I HANI	Agri	TUR	Turkey	1																																																																																																																																																																																																																																																									
MZH	LTAP	MERZIFON	Amasya	TUR	Turkey	2																																																																																																																																																																																																																																																									
ESB	LTAC	ESENBOGA	Ankara	TUR	Turkey	2																																																																																																																																																																																																																																																									
ANK	LTAD	ETIMESGUT AIRFORCE	Ankara	TUR	Turkey	2																																																																																																																																																																																																																																																									
AYT	LTAI	ANTALYA	Antalya	TUR	Turkey	3																																																																																																																																																																																																																																																									
BAL	LTCJ	BATMAN	Batman	TUR	Turkey	1																																																																																																																																																																																																																																																									
BGG	LTCU	BINGOL	Bingol	TUR	Turkey	1																																																																																																																																																																																																																																																									
BXN	LTBV	IMSIK	Bodrum	TUR	Turkey	1																																																																																																																																																																																																																																																									
BJV	LTFE	MILAS BODRUM	Bodrum	TUR	Turkey	2																																																																																																																																																																																																																																																									
YEI	LTBR	YENISEHIR	Bursa	TUR	Turkey	2																																																																																																																																																																																																																																																									
CKZ	LTBH	CANAKKALE	Canakkale	TUR	Turkey	1																																																																																																																																																																																																																																																									
DLM	LTBS	DALAMAN	Dalaman	TUR	Turkey	1																																																																																																																																																																																																																																																									
DNZ	LTAY	CARDAK	Denizli	TUR	Turkey	1																																																																																																																																																																																																																																																									
DIY	LTCC	DIYARBAKIR	Diyarbakir	TUR	Turkey	1																																																																																																																																																																																																																																																									
EDO	LTFD	BALIKESIR KOCA SEYIT	Edremit	TUR	Turkey	1																																																																																																																																																																																																																																																									
EZS	LTCA	ELAZIG	Elazig	TUR	Turkey	1																																																																																																																																																																																																																																																									
ERC	LTCD	ERZINCAN	Erzincan	TUR	Turkey	1																																																																																																																																																																																																																																																									
ERZ	LTCE	ERZURUM	Erzurum	TUR	Turkey	2																																																																																																																																																																																																																																																									
AOE	LTBY	HASAN POLATKAN	Eskisehir	TUR	Turkey	1																																																																																																																																																																																																																																																									
GZT	LTAJ	GAZIANTEP	Gaziantep	TUR	Turkey	1																																																																																																																																																																																																																																																									
GZP	LTFG	GAZIPASA ALANYA	Gazipasa	TUR	Turkey	1																																																																																																																																																																																																																																																									
YKO	LTCW	YUKSEKOVA SELAHADDIN EYYUBI	Hakkari	TUR	Turkey	1																																																																																																																																																																																																																																																									
HTY	LTDA	HATAY	Hatay	TUR	Turkey	1																																																																																																																																																																																																																																																									
XHQ		ALEXANDER KARTVELI BATUMI INTL	Hopa/Artvin	TUR	Turkey	1																																																																																																																																																																																																																																																									
IGD	LTCT	IGDIR	Igdir	TUR	Turkey	1																																																																																																																																																																																																																																																									
ISE	LTFC	SULEYMAN DEMIREL	Isparta	TUR	Turkey	1																																																																																																																																																																																																																																																									
ISL	LTBA	ATATURK	Istanbul	TUR	Turkey	3																																																																																																																																																																																																																																																									
IST	LTFM	ISTANBUL	Istanbul	TUR	Turkey	4																																																																																																																																																																																																																																																									
SAW	LTFJ	ISTANBUL SABIHA GOKCEN INTL	Istanbul	TUR	Turkey	1																																																																																																																																																																																																																																																									
ADB	LTBJ	ADNAN MENDERES	Izmir	TUR	Turkey	2																																																																																																																																																																																																																																																									
KCM	LTCN	KAHRAMANMARAS	Kahramanmaras	TUR	Turkey	1																																																																																																																																																																																																																																																									
KSY	LTCF	KARS HARAKANI	Kars	TUR	Turkey	2																																																																																																																																																																																																																																																									
KFS	LTAL	KASTAMONU	Kastamonu	TUR	Turkey	1																																																																																																																																																																																																																																																									
ASR	LTAU	KAYSERI	Kayseri	TUR	Turkey	1																																																																																																																																																																																																																																																									
KCO	LTBQ	TOPEL	Kocaeli	TUR	Turkey	1																																																																																																																																																																																																																																																									
KYA	LTAN	KONYA	Konya	TUR	Turkey	2																																																																																																																																																																																																																																																									
KZR	LTBZ	ZAFER	Kutahya	TUR	Turkey	1																																																																																																																																																																																																																																																									
MLX	LTAT	MALATYA	Malatya	TUR	Turkey	2																																																																																																																																																																																																																																																									
MQM	LTCR	MARDIN	Mardin	TUR	Turkey	1																																																																																																																																																																																																																																																									
MSR	LTCK	SULTAN ALPARSLAN	Mus	TUR	Turkey	2																																																																																																																																																																																																																																																									
NAV	LTAZ	KAPADOKYA	Nevsehir	TUR	Turkey	1																																																																																																																																																																																																																																																									
OGU	LTCB	ORDU GIRESUN	Ordu Giresun	TUR	Turkey	1																																																																																																																																																																																																																																																									
SZF	LTFH	CARSAMBA	Samsun	TUR	Turkey	1																																																																																																																																																																																																																																																									
SSX	LTAQ	SAMSUN SAMAIR	Samsun	TUR	Turkey	1																																																																																																																																																																																																																																																									
GNY	LTCS	GAP	Sanliurfa	TUR	Turkey	1																																																																																																																																																																																																																																																									
SFQ	LTCH	SANLIURFA	Sanliurfa	TUR	Turkey	1																																																																																																																																																																																																																																																									
SXZ	LTCL	SIIRT	Siirt	TUR	Turkey	1																																																																																																																																																																																																																																																									
NOP	LTCM	SINOP	Sinop	TUR	Turkey	1																																																																																																																																																																																																																																																									
SIC	LTCM	SINOP	Sinop	TUR	Turkey	1																																																																																																																																																																																																																																																									
NKT	LTCV	SERAFETTIN ELCI	Sirnak	TUR	Turkey	1																																																																																																																																																																																																																																																									
VAS	LTAR	SIVAS	Sivas	TUR	Turkey	1																																																																																																																																																																																																																																																									
TEQ	LTBU	CORLU	Tekirdag	TUR	Turkey	1																																																																																																																																																																																																																																																									
TJK	LTAW	TOKAT	Tokat	TUR	Turkey	1																																																																																																																																																																																																																																																									
TZX	LTCG	TRABZON	Trabzon	TUR	Turkey	1																																																																																																																																																																																																																																																									
USQ	LTBO	USAK	Usak	TUR	Turkey	1																																																																																																																																																																																																																																																									
VAN	LTCI	VAN	Van	TUR	Turkey	1																																																																																																																																																																																																																																																									
ONQ	LTAS	CAYCUMA	Zonguldak	TUR	Turkey	1																																																																																																																																																																																																																																																									
ASB	UTAA	ASHGABAT	Ashgabat	TKM	Turkmenistan	2																																																																																																																																																																																																																																																									
KRW	UTAK	TURKMENBASHI	Balkanabat	TKM	Turkmenistan	3																																																																																																																																																																																																																																																									
TAZ	UTAT	DASHOGUZ	Dashoguz	TKM	Turkmenistan	1																																																																																																																																																																																																																																																									
MYP	UTAM	MARY	Mary	TKM	Turkmenistan	2																																																																																																																																																																																																																																																									
CRZ	UTAV	TURKMENABAT	Turmenabat	TKM	Turkmenistan	2																																																																																																																																																																																																																																																									
FUN	NGFU	FUNAFUTI INTL	Funafuti Atoll	TUV	Tuvalu	1																																																																																																																																																																																																																																																									
RUA	HUAR	ARUA	Arua	UGA	Uganda	1																																																																																																																																																																																																																																																									
ULU	HUGU	GULU	Gulu	UGA	Uganda	1																																																																																																																																																																																																																																																									
EBB	HUEN	ENTEBBE INTL	Jinja	UGA	Uganda	2																																																																																																																																																																																																																																																									
KSE	HUKS	KASESE	Kasese	UGA	Uganda	1																																																																																																																																																																																																																																																									
OYG		MOYO	Moyo	UGA	Uganda	1																																																																																																																																																																																																																																																									
PAF	HUPA	PAKUBA	Pakuba	UGA	Uganda	1																																																																																																																																																																																																																																																									
ERD	UKDB	BERDYANSK	Berdyansk	UKR	Ukraine	1																																																																																																																																																																																																																																																									
CWC	UKLN	CHERNIVTSI INTL	Chernivtsi	UKR	Ukraine	1																																																																																																																																																																																																																																																									
DNK	UKDD	DNIPROPETROVSK INTL	Dnipropetrovsk	UKR	Ukraine	1																																																																																																																																																																																																																																																									
DOK	UKCC	DONETSK SERGUEI PROKOFIEV INTL	Donetsk	UKR	Ukraine	1																																																																																																																																																																																																																																																									
IFO	UKLI	IVANO FRANKIVSK INTL	Ivano-Frankivsk	UKR	Ukraine	1																																																																																																																																																																																																																																																									
KHC	UKFK	KERTCH	Kertch	UKR	Ukraine	2																																																																																																																																																																																																																																																									
HRK	UKHH	OSNOVA INTL	Kharkiv	UKR	Ukraine	1																																																																																																																																																																																																																																																									
KHE	UKOH	KHERSON INTL	Kherson	UKR	Ukraine	1																																																																																																																																																																																																																																																									
HMJ	UKLH	KHMELNITSKIY INTL	Khmelnitskiy	UKR	Ukraine	1																																																																																																																																																																																																																																																									
KBP	UKBB	BORYSPIL INTL	Kiev	UKR	Ukraine	2																																																																																																																																																																																																																																																									
IEV	UKKK	ZHULIANY INTL	Kiev	UKR	Ukraine	1																																																																																																																																																																																																																																																									
KWG	UKDR	KRIVIY RIG INTL	Kriviy Rog	UKR	Ukraine	1																																																																																																																																																																																																																																																									
VSG	UKCW	LUGANSK INTL	Lugansk	UKR	Ukraine	2																																																																																																																																																																																																																																																									
LWO	UKLL	LVIV INTL	Lviv	UKR	Ukraine	1																																																																																																																																																																																																																																																									
MPW	UKCM	MARIUPOL INTL	Mariupol	UKR	Ukraine	3																																																																																																																																																																																																																																																									
NLV	UKON	NIKOLAEV INTL	Mikolaiv	UKR	Ukraine	2																																																																																																																																																																																																																																																									
ODS	UKOO	ODESA INTL	Odesa	UKR	Ukraine	1																																																																																																																																																																																																																																																									
PLV	UKHP	SUPRUNIVKA NATL	Poltava	UKR	Ukraine	1																																																																																																																																																																																																																																																									
RWN	UKLR	ROVNO INTL	Rivne	UKR	Ukraine	2																																																																																																																																																																																																																																																									
UKS	UKFB	SEBASTOPOL INTL	Sebastopol	UKR	Ukraine	1																																																																																																																																																																																																																																																									
SIP	UKFF	SIMFEROPOL INTL	Simferopol	UKR	Ukraine	1																																																																																																																																																																																																																																																									
UMY	UKHS	SUMY	Sumy	UKR	Ukraine	1																																																																																																																																																																																																																																																									
TNL	UKLT	TERNOPIL	Ternopil	UKR	Ukraine	2																																																																																																																																																																																																																																																									
UDJ	UKLU	UZHHOROD	Uzhhorod	UKR	Ukraine	1																																																																																																																																																																																																																																																									
VIN	UKWW	GAVRYSHIVKA INTL	Vinnytsia	UKR	Ukraine	1																																																																																																																																																																																																																																																									
OZH	UKDE	ZAPORIZHZHIA INTL	Zaporizhia	UKR	Ukraine	2																																																																																																																																																																																																																																																									
AUH	OMAA	ABU DHABI INTL	Abu Dhabi	ARE	United Arab Emirates	2																																																																																																																																																																																																																																																									
AZI	OMAD	AL BATEEN EXECUTIVE	Abu Dhabi	ARE	United Arab Emirates	1																																																																																																																																																																																																																																																									
AEU	OIBA	ABU MUSA	Abu Musa Island	ARE	United Arab Emirates	1																																																																																																																																																																																																																																																									
AAN	OMAL	AL AIN INTL	Al Ain	ARE	United Arab Emirates	1																																																																																																																																																																																																																																																									
ZDY	OMDL	DALMA	Dalma Island	ARE	United Arab Emirates	1																																																																																																																																																																																																																																																									
DWC	OMDW	AL MAKTOUM INTL	Dubai	ARE	United Arab Emirates	2																																																																																																																																																																																																																																																									
DXB	OMDB	DUBAI INTL	Dubai	ARE	United Arab Emirates	2																																																																																																																																																																																																																																																									
FJR	OMFJ	FUJAIRAH INTL	Fujairah	ARE	United Arab Emirates	1																																																																																																																																																																																																																																																									
RKT	OMRK	RAS AL KHAIMAH INTL	Ras al Khaimah	ARE	United Arab Emirates	1																																																																																																																																																																																																																																																									
SHJ	OMSJ	SHARJAH INTL	Sharjah	ARE	United Arab Emirates	1																																																																																																																																																																																																																																																									
ABZ	EGPD	ABERDEEN DYCE	Aberdeen (GB)	GBR	United Kingdom	4																																																																																																																																																																																																																																																									
WRY	EGEW	WESTRAY	Aikerness	GBR	United Kingdom	3																																																																																																																																																																																																																																																									
ACI	EGJA	ALDERNEY	Alderney Island	GBR	United Kingdom	3																																																																																																																																																																																																																																																									
ADV	EGWA	ANDOVER AIRFORCE	Andover	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
NGD	TUPA	AUGUSTE GEORGE	Anegada	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
VLY	EGOV	VALLEY	Anglesey	GBR	United Kingdom	2																																																																																																																																																																																																																																																									
AXA	TQPF	CLAYTON J LLOYD	Anguilla	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
ASI	FHAW	ASCENSION AUX AF	Ascension Island	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
BRR	EGPR	BARRA	Barra	GBR	United Kingdom	3																																																																																																																																																																																																																																																									
BFS	EGAA	BELFAST ALDERGROVE	Belfast	GBR	United Kingdom	2																																																																																																																																																																																																																																																									
BHD	EGAC	GEORGE BEST BELFAST CITY	Belfast	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
BBP	EGHJ	BEMBRIDGE	Bembridge	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
BEB	EGPL	BENBECULA	Benbecula	GBR	United Kingdom	2																																																																																																																																																																																																																																																									
BDA	TXKF	L F WADE INTL	Bermuda	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
BHX	EGBB	BIRMINGHAM	Birmingham (GB)	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
BLK	EGNH	BLACKPOOL	Blackpool	GBR	United Kingdom	2																																																																																																																																																																																																																																																									
BOH	EGHH	BOURNEMOUTH	Bournemouth	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
MNI	TRPG	JOHN A OSBORNE	Brades	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
ESH	EGKA	BRIGHTON CITY	Brighton	GBR	United Kingdom	4																																																																																																																																																																																																																																																									
BRS	EGGD	BRISTOL	Bristol	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
FZO	EGTG	BRISTOL FILTON	Bristol	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
CBG	EGSC	CAMBRIDGE	Cambridge	GBR	United Kingdom	3																																																																																																																																																																																																																																																									
CAL	EGEC	CAMPBELTOWN	Campbeltown	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
CWL	EGFF	CARDIFF	Cardiff	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
BZZ	EGVN	BRIZE NORTON AIRFORCE	Carterton	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
CYB	MWCB	CHARLES KIRKCONNELL INTL	Cayman Brac	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
CEG	EGNR	HAWARDEN	Chester	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
TRE	EGPU	TIREE	Coll	GBR	United Kingdom	3																																																																																																																																																																																																																																																									
CSA	EGEY	COLONSAY	Colonsay	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
CVT	EGBE	COVENTRY	Coventry	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
LDY	EGAE	EGLINTON	Derry	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
DSA	EGCN	DONCASTER SHEFFIELD	Doncaster	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
DND	EGPN	DUNDEE	Dundee	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
MME	EGNV	DURHAM TEES VALLEY	Durham	GBR	United Kingdom	1																																																																																																																																																																																																																																																									
